iso_timestamp,surveyor_id,survey_type,request_seq,batch_size,http_status,outcome,ack_count,latency_ms,response_body
2026-08-27T14:33:30.619Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,22,30,200,success,30,11861,"{""status"":""success"",""count"":30}"
2026-08-27T14:33:43.932Z,LOADTEST-PEDESTRIAN-04,pedestrian,36,15,200,success,15,4657,"{""status"":""success"",""count"":15}"
2026-08-27T14:33:43.933Z,LOADTEST-BUS-IDLING-05,bus-idling,34,15,200,success,15,8181,"{""status"":""success"",""count"":15}"
2026-08-27T14:33:44.099Z,LOADTEST-T-JUNCTION-03,t-junction,30,15,200,success,15,12741,"{""status"":""success"",""count"":15}"
2026-08-27T14:33:44.598Z,LOADTEST-MAIN-ROAD-01,main-road,27,29,200,success,29,15016,"{""status"":""success"",""count"":29}"
2026-08-27T14:33:45.316Z,LOADTEST-ROUNDABOUT-02,roundabout,23,30,200,success,30,17412,"{""status"":""success"",""count"":30}"
2026-08-27T14:33:45.632Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,23,14,200,success,14,20920,"{""status"":""success"",""count"":14}"
2026-08-27T14:33:58.414Z,LOADTEST-T-JUNCTION-03,t-junction,31,14,200,success,14,10429,"{""status"":""success"",""count"":14}"
2026-08-27T14:33:58.415Z,LOADTEST-PEDESTRIAN-04,pedestrian,37,14,200,success,14,12937,"{""status"":""success"",""count"":14}"
2026-08-27T14:33:58.415Z,LOADTEST-BUS-IDLING-05,bus-idling,35,14,200,success,14,17170,"{""status"":""success"",""count"":14}"
2026-08-27T14:33:59.698Z,LOADTEST-MAIN-ROAD-01,main-road,28,14,200,success,14,18615,"{""status"":""success"",""count"":14}"
2026-08-27T14:34:02.814Z,LOADTEST-ROUNDABOUT-02,roundabout,24,13,200,success,13,17518,"{""status"":""success"",""count"":13}"
2026-08-27T14:34:06.616Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,24,13,200,success,13,16471,"{""status"":""success"",""count"":13}"
